,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,SiteEnergyUseWN(kBtu),GHGEmissions(MetricTonsCO2e),ENERGYSTARScore
192,NonResidential,Other,7,Magnolia / queen anne,1973,1.0,1.0,76086,0,76086,Other,77810.0,0.0,0.0,3576720.0,101.41,
193,NonResidential,Medical Office,7,Magnolia / queen anne,1927,1.0,5.0,190000,39000,151000,Medical Office,146741.0,9805.0,0.0,28731502.0,661.04,1.0
194,NonResidential,Hotel,7,Downtown,1961,1.0,4.0,122309,0,122309,Hotel,122309.0,0.0,0.0,26122018.0,1060.13,8.0
195,Campus,Other,7,Downtown,1995,4.0,3.0,215476,0,215476,Other,217088.0,0.0,0.0,24606366.0,639.39,
196,NonResidential,Hotel,7,Downtown,2003,1.0,8.0,254273,38800,215473,Hotel,277000.0,0.0,0.0,26831896.0,780.84,29.0
197,Nonresidential COS,Other,7,Downtown,1980,1.0,2.0,69400,0,69400,Other - Entertainment/Public Assembly,69400.0,0.0,0.0,15230290.0,301.76,
198,NonResidential,Mixed Use Property,7,Downtown,1900,1.0,1.0,62900,0,62900,Restaurant,32494.0,29793.0,3384.3000490000004,10883874.0,377.27,
199,NonResidential,Small- and Mid-Sized Office,7,Downtown,1914,1.0,4.0,56500,0,56500,Office,33000.0,7000.0,0.0,1500938.5,44.22,98.0
200,NonResidential,Warehouse,2,Greater duwamish,2008,1.0,4.0,203504,0,203504,Non-Refrigerated Warehouse,159372.0,44132.0,0.0,3944732.0,26.39,72.0
202,NonResidential,Small- and Mid-Sized Office,7,Downtown,1981,1.0,4.0,77662,18504,59158,Office,62108.0,17570.0,0.0,5168686.5,68.19,57.0
203,NonResidential,Large Office,7,Downtown,1978,1.0,12.0,234000,21790,212210,Office,173786.0,29865.0,25373.0,18811322.0,149.27,39.0
204,NonResidential,Large Office,7,Downtown,1989,1.0,25.0,369996,0,369996,Office,383942.0,127192.0,0.0,24755086.0,172.58,74.0
205,NonResidential,Retail Store,7,Downtown,1925,1.0,10.0,693450,0,693450,Retail Store,361107.0,332343.0,0.0,40037736.0,398.19,93.0
206,NonResidential,Large Office,7,Downtown,1976,1.0,33.0,791396,0,791396,Office,622034.0,132465.0,33110.0,42227404.0,313.3,89.0
207,NonResidential,Large Office,7,Downtown,2000,1.0,23.0,747747,205076,542671,Office,542461.0,219045.0,9337.0,31693704.0,359.11,90.0
208,NonResidential,Small- and Mid-Sized Office,7,Downtown,1926,1.0,10.0,63409,7757,55652,Office,45260.0,6187.0,0.0,3826622.5,170.51,90.0
209,NonResidential,Large Office,7,Downtown,1930,1.0,17.0,204790,30000,174790,Office,142034.0,17070.0,14666.0,8081443.0,100.26,91.0
210,NonResidential,Small- and Mid-Sized Office,7,Downtown,1916,1.0,5.0,73399,0,73399,Office,51557.0,9976.0,0.0,3992167.75,26.19,61.0
211,NonResidential,Large Office,7,Downtown,1969,1.0,20.0,265851,32334,233517,Office,226454.0,29214.0,0.0,15742790.0,563.25,90.0
212,NonResidential,Large Office,7,Downtown,2009,1.0,25.0,758043,228668,529375,Office,582725.0,191082.0,0.0,27018020.0,229.25,95.0
213,NonResidential,Large Office,7,Downtown,1968,1.0,12.0,206000,0,206000,Office,161000.0,51250.0,0.0,9075988.0,222.19,91.0
214,NonResidential,Large Office,7,Downtown,2009,1.0,36.0,824887,154972,669915,Office,743562.0,161119.0,0.0,39360016.0,275.54,97.0
215,NonResidential,Large Office,7,Downtown,1990,1.0,16.0,480840,141600,339240,Office,311736.0,123356.0,18239.0,18468776.0,130.73,94.0
216,NonResidential,Small- and Mid-Sized Office,7,Downtown,1900,1.0,7.0,89550,0,89550,Office,64712.0,10058.0,7030.0,4135330.5,51.67,85.0
217,NonResidential,Small- and Mid-Sized Office,7,Downtown,1900,1.0,6.0,89355,0,89355,Office,82355.0,7000.0,0.0,4188308.75,31.97,66.0
218,NonResidential,Large Office,7,Downtown,1922,1.0,15.0,388934,0,388934,Office,388934.0,0.0,0.0,18982748.0,213.23,89.0
219,NonResidential,Large Office,7,Downtown,1929,1.0,22.0,384302,0,384302,Office,348969.0,3291.899902,1437.0,10471812.0,70.15,98.0
221,NonResidential,Large Office,7,Downtown,1983,1.0,47.0,1323055,0,1323055,Office,1011135.0,272682.0,37595.0,44683660.0,318.97,94.0
222,NonResidential,Large Office,7,Downtown,1986,1.0,41.0,589921,129432,460489,Office,470416.0,107667.0,10290.0,24603420.0,171.52,84.0
223,NonResidential,Small- and Mid-Sized Office,7,Downtown,1950,1.0,6.0,91091,1392,89699,Office,89699.0,1392.0,0.0,1916413.75,46.56,
224,NonResidential,Large Office,7,Downtown,1968,1.0,8.0,157941,62993,94948,Office,84838.0,15401.0,0.0,3743228.5,26.1,81.0
225,NonResidential,Large Office,7,Downtown,1991,1.0,29.0,635303,197231,438072,Office,522667.0,194435.0,6122.0,18754466.0,139.72,95.0
226,NonResidential,Large Office,7,Downtown,1980,1.0,34.0,776762,162604,614158,Office,606050.0,154947.0,0.0,32577050.0,231.32,81.0
227,NonResidential,Large Office,7,Downtown,1972,1.0,14.0,186768,23775,162993,Office,182540.0,33671.0,240.0,9843217.0,218.53,95.0
228,NonResidential,Large Office,7,Downtown,1969,1.0,49.0,1123435,368980,754455,Office,808980.0,232248.0,30329.0,47518124.0,627.87,89.0
229,NonResidential,Large Office,7,Downtown,2002,1.0,37.0,1052469,164420,888049,Office,765351.0,185581.0,103478.0,42071712.0,287.32,93.0
230,NonResidential,Large Office,7,Downtown,1973,1.0,42.0,617684,171500,446184,Office,581558.0,189600.0,18026.0,71568952.0,546.65,28.0
231,NonResidential,Large Office,7,Downtown,1907,1.0,8.0,201480,0,201480,Office,161762.0,29094.0,10624.0,9510490.0,175.95,91.0
232,Nonresidential COS,Large Office,3,Downtown,1990,1.0,63.0,1354987,159600,1195387,Office,1191115.0,159599.0,18656.0,61576184.0,429.27,89.0
233,Nonresidential COS,Large Office,3,Downtown,2001,1.0,14.0,310490,0,310490,Office,269284.0,28394.0,600.0,21960822.0,380.37,
234,Nonresidential COS,Large Office,7,Downtown,2003,1.0,8.0,199530,30660,168870,Office,160418.0,18590.0,17480.0,13972700.0,298.61,69.0
235,NonResidential,Large Office,7,Downtown,2006,1.0,13.0,372242,52703,319539,Office,319539.0,52703.0,0.0,13862720.0,216.24,98.0
236,NonResidential,Large Office,7,Downtown,1909,1.0,7.0,114395,8296,106099,Office,96582.0,0.0,0.0,2970604.25,70.17,99.0
237,NonResidential,Retail Store,4,Northeast,1978,1.0,2.0,89200,0,89200,Retail Store,89200.0,0.0,0.0,6707359.5,89.47,83.0
238,NonResidential,Large Office,4,Northeast,1971,1.0,23.0,474546,0,474546,Office,474546.0,0.0,0.0,29997380.0,198.34,77.0
239,NonResidential,Other,4,Northeast,1969,1.0,5.0,36000,0,36000,Data Center,36000.0,0.0,0.0,30038490.0,209.41,96.0
241,NonResidential,Large Office,4,Northeast,2002,1.0,6.0,135051,44248,90803,Office,95943.0,42500.0,0.0,4426136.0,30.86,88.0
242,NonResidential,Large Office,4,Northeast,2002,1.0,5.0,220649,82720,137929,Office,145754.0,90000.0,0.0,7046345.5,49.12,93.0
243,NonResidential,Self-Storage Facility,7,Downtown,1964,1.0,5.0,93660,0,93660,Self-Storage Facility,93660.0,0.0,0.0,940359.1875,6.09,
244,NonResidential,Large Office,7,Downtown,1980,1.0,18.0,413715,64660,349055,Office,348270.0,69634.0,0.0,24224888.0,168.88,79.0
245,NonResidential,Mixed Use Property,7,Downtown,2000,1.0,11.0,381381,195621,185760,Parking,182820.0,164192.0,37782.0,9944328.0,72.42,94.0
247,NonResidential,Large Office,7,Downtown,1979,1.0,24.0,543876,116721,427155,Office,424044.0,107300.0,0.0,26144226.0,176.43,79.0
248,NonResidential,Mixed Use Property,7,Downtown,1980,1.0,4.0,109347,38700,70647,Laboratory,42389.0,38700.0,28258.0,8381544.5,91.13,
249,NonResidential,Large Office,7,Downtown,1982,1.0,6.0,396626,124216,272410,Office,274002.0,122624.0,0.0,20179120.0,141.95,64.0
250,NonResidential,Large Office,7,Downtown,2002,1.0,6.0,287471,83591,203880,Office,191814.0,72178.0,5322.0,14913424.0,103.97,74.0
251,NonResidential,Large Office,7,Downtown,1947,1.0,3.0,192630,48512,144118,Office,146157.0,48199.0,0.0,5569686.0,46.03,94.0
252,NonResidential,Large Office,7,Downtown,1984,1.0,8.0,253103,61986,191117,Office,158681.0,70190.0,21782.0,29949248.0,208.79,3.0
253,NonResidential,Supermarket / Grocery Store,6,Northwest,1956,1.0,1.0,60880,0,60880,Supermarket/Grocery Store,61666.0,0.0,0.0,14736775.0,384.27,54.0
254,NonResidential,Small- and Mid-Sized Office,7,Downtown,1900,1.0,5.0,50176,0,50176,Office,50328.0,8329.0,4253.0,2933288.75,24.91,77.0
255,NonResidential,Large Office,7,Downtown,1912,1.0,42.0,304346,0,304346,Office,245028.0,8429.0,7518.0,24880988.0,741.3,72.0
256,NonResidential,Warehouse,2,Greater duwamish,1977,1.0,1.0,128800,0,128800,Non-Refrigerated Warehouse,119200.0,9600.0,0.0,2098949.75,78.92,97.0
257,NonResidential,Large Office,7,Downtown,1927,1.0,8.0,321945,0,321945,Office,166919.0,39355.0,19787.0,14072349.0,355.05,76.0
258,NonResidential,Large Office,7,Downtown,1964,1.0,22.0,336330,0,336330,Office,256299.0,66430.0,7438.0,19730534.0,530.66,77.0
259,NonResidential,Large Office,7,Downtown,1960,1.0,21.0,298426,0,298426,Office,286538.0,197750.0,11888.0,28559888.0,1084.79,79.0
260,NonResidential,Large Office,7,Downtown,1976,1.0,42.0,635824,0,635824,Office,718473.0,40000.0,19671.0,48479988.0,337.97,69.0
261,NonResidential,Hotel,7,Downtown,1923,1.0,12.0,542305,0,542305,Hotel,542305.0,0.0,0.0,57051236.0,2573.75,45.0
262,NonResidential,Retail Store,2,Southeast,1980,1.0,2.0,291940,0,291940,Retail Store,191940.0,100000.0,0.0,12080064.0,162.45,80.0
264,NonResidential,Warehouse,5,Northwest,1960,1.0,1.0,52311,0,52311,Non-Refrigerated Warehouse,51116.0,0.0,0.0,1109137.125,48.65,96.0
265,NonResidential,Other,7,Lake union,2009,1.0,5.0,141131,69710,71421,Parking,74831.0,71643.0,0.0,3085814.0,21.51,
266,NonResidential,Large Office,7,Lake union,2001,1.0,5.0,176532,70067,106465,Office,103494.0,70067.0,0.0,5803409.0,40.46,60.0
267,NonResidential,Warehouse,6,Ballard,1973,1.0,1.0,52500,0,52500,Non-Refrigerated Warehouse,49395.0,5853.0,0.0,4243867.0,70.47,2.0
268,NonResidential,Warehouse,6,Ballard,1959,1.0,2.0,57300,0,57300,Non-Refrigerated Warehouse,29001.0,28299.0,0.0,5095134.5,156.67,55.0
269,NonResidential,Large Office,7,Downtown,1916,1.0,6.0,350310,0,350310,Office,305233.0,26900.0,7666.0,18102026.0,224.36,90.0
270,NonResidential,Large Office,7,Downtown,1988,1.0,55.0,1400000,285000,1115000,Office,994116.0,264481.0,133598.0,55140300.0,588.9,92.0
271,NonResidential,Hotel,7,Downtown,1930,1.0,21.0,305548,0,305548,Hotel,310000.0,0.0,0.0,34527356.0,1510.85,58.0
272,NonResidential,Large Office,7,Downtown,1989,1.0,46.0,1536606,512608,1023998,Office,1002403.0,377046.0,53116.0,58506844.0,530.18,89.0
273,NonResidential,Large Office,7,Downtown,1958,1.0,10.0,135918,0,135918,Office,144570.0,0.0,0.0,6771618.5,193.72,91.0
274,NonResidential,Retail Store,7,Downtown,1914,1.0,4.0,79957,0,79957,Retail Store,35694.0,29723.0,0.0,5171529.0,36.61,25.0
275,NonResidential,Large Office,7,Downtown,1921,1.0,4.0,127268,0,127268,Office,62512.0,53971.0,5000.0,7711757.5,148.11,71.0
276,NonResidential,Large Office,7,Downtown,1983,1.0,29.0,500000,0,500000,Office,411301.0,80005.0,14528.0,19249572.0,131.4,93.0
278,NonResidential,Large Office,7,Downtown,1984,1.0,6.0,109830,13200,96630,Office,83485.0,13200.0,5000.0,7335905.5,51.14,45.0
280,NonResidential,Large Office,7,Downtown,1910,1.0,10.0,130513,0,130513,Office,87391.0,32264.0,10858.0,11792293.0,318.08,49.0
281,NonResidential,Small- and Mid-Sized Office,7,Downtown,1920,1.0,8.0,60660,0,60660,Office,41958.0,4800.0,0.0,2586116.0,18.03,
282,NonResidential,Large Office,7,Downtown,1929,1.0,14.0,137350,0,137350,Office,124508.0,0.0,0.0,6825027.0,202.99,89.0
284,NonResidential,Large Office,7,Downtown,1985,1.0,30.0,755000,134662,620338,Office,643083.0,126891.0,13422.0,53974556.0,793.05,72.0
285,NonResidential,Small- and Mid-Sized Office,7,Downtown,1906,1.0,4.0,63540,0,63540,Office,56747.0,0.0,0.0,3564626.75,74.83,72.0
286,NonResidential,Large Office,7,Downtown,1927,1.0,10.0,130893,0,130893,Office,87925.0,27177.0,6644.0,7163323.5,48.54,80.0
287,NonResidential,Mixed Use Property,7,Downtown,1910,1.0,5.0,79920,0,79920,Office,39960.0,26640.0,13320.0,2977095.25,20.98,
288,Campus,Mixed Use Property,7,Downtown,1908,1.0,4.0,137400,0,137400,Retail Store,44078.0,19182.0,14380.0,14879755.0,316.2,
289,NonResidential,Other,7,Downtown,1996,1.0,6.0,147852,86429,61423,Parking,64821.0,40629.0,13039.0,9671619.0,185.03,
291,NonResidential,Large Office,7,Downtown,1989,1.0,56.0,1605578,389860,1215718,Office,1314475.0,389860.0,30744.0,50984500.0,525.78,97.0
292,NonResidential,Large Office,7,Downtown,1980,1.0,36.0,794592,0,794592,Office,748011.0,36606.0,9975.0,27340878.0,216.43,96.0
293,NonResidential,Large Office,7,Downtown,1971,1.0,21.0,456304,93204,363100,Office,342952.0,106466.0,0.0,20421248.0,135.23,74.0
294,NonResidential,Large Office,7,Downtown,1986,1.0,12.0,115857,15140,100717,Office,104788.0,11844.0,528.0,4757299.5,33.17,89.0
295,NonResidential,Small- and Mid-Sized Office,7,Downtown,1999,1.0,4.0,87500,17500,70000,Office,70090.0,1672.0,0.0,4549892.0,31.72,72.0
296,NonResidential,Large Office,7,Downtown,1998,1.0,11.0,374405,184776,189629,Office,150969.0,41829.0,0.0,13329024.0,92.92,72.0
297,NonResidential,Other,7,Downtown,1985,1.0,12.0,193500,38000,155500,Other,146689.0,0.0,0.0,14436982.0,100.65,
298,NonResidential,Large Office,7,Downtown,1923,1.0,11.0,102846,0,102846,Office,93879.0,7500.0,0.0,6047637.0,281.55,96.0
299,NonResidential,Small- and Mid-Sized Office,7,Downtown,1925,1.0,4.0,52800,0,52800,Office,38880.0,12960.0,0.0,2500323.75,44.48,83.0
300,Campus,Mixed Use Property,7,Downtown,1913,3.0,10.0,258497,0,258497,Parking,155000.0,145594.0,103200.0,21536130.0,418.9,
301,NonResidential,Retail Store,7,Downtown,1929,1.0,8.0,861702,0,861702,Retail Store,509342.0,380639.0,0.0,17666646.0,328.83,
302,NonResidential,Other,7,East,1999,1.0,5.0,206950,97400,109550,Other,206950.0,0.0,0.0,19105426.0,249.09,
304,NonResidential,Other,3,East,1988,1.0,9.0,46710,0,46710,Urgent Care/Clinic/Other Outpatient,46710.0,0.0,0.0,4439795.5,130.69,
305,NonResidential,Medical Office,3,East,1945,1.0,3.0,266000,104000,162000,Medical Office,162000.0,104000.0,0.0,14009703.0,201.15,65.0
306,NonResidential,Medical Office,3,East,1992,1.0,14.0,690158,407795,282363,Medical Office,270384.0,270383.0,0.0,21156670.0,147.49,58.0
307,NonResidential,Mixed Use Property,7,Lake union,2001,1.0,6.0,378443,177660,200783,Parking,164332.0,108781.0,54184.0,55073120.0,456.22,100.0
308,NonResidential,Mixed Use Property,7,Lake union,2001,1.0,6.0,213834,104922,108912,Parking,104922.0,54385.0,37721.0,75073888.0,530.59,100.0
309,NonResidential,Hotel,7,Lake union,1979,1.0,5.0,109017,29409,79608,Hotel,109017.0,0.0,0.0,9707963.0,243.66,34.0
310,NonResidential,Large Office,7,Magnolia / queen anne,1981,1.0,5.0,275734,38452,237282,Office,228504.0,47404.0,0.0,16373232.0,114.14,77.0
311,NonResidential,Warehouse,2,Greater duwamish,2001,1.0,1.0,123061,0,123061,Non-Refrigerated Warehouse,123061.0,0.0,0.0,1987934.625,13.86,59.0
312,NonResidential,Distribution Center,2,Greater duwamish,1963,1.0,1.0,59090,0,59090,Distribution Center,40272.0,18818.0,0.0,3153949.5,117.11,45.0
313,NonResidential,Warehouse,2,Greater duwamish,1963,1.0,1.0,106000,0,106000,Non-Refrigerated Warehouse,106001.0,0.0,0.0,763364.5,5.32,93.0
314,NonResidential,Large Office,4,Lake union,1962,1.0,3.0,158600,38400,120200,Office,125779.0,32821.0,20000.0,18471858.0,236.9,19.0
315,NonResidential,Distribution Center,2,Greater duwamish,1960,1.0,1.0,119661,0,119661,Distribution Center,118733.0,0.0,0.0,775864.1875,5.44,97.0
316,NonResidential,Large Office,3,Lake union,2001,1.0,7.0,139200,44728,94472,Office,82098.0,0.0,0.0,4342597.0,30.27,81.0
317,NonResidential,Small- and Mid-Sized Office,7,Magnolia / queen anne,1984,1.0,6.0,95721,33921,61800,Office,95721.0,31746.0,0.0,3155171.75,21.36,95.0
318,NonResidential,Large Office,7,Magnolia / queen anne,1996,2.0,5.0,213283,115228,98055,Office,105563.0,0.0,0.0,5661689.5,39.47,83.0
319,NonResidential,Large Office,4,Lake union,2001,1.0,3.0,103697,47656,56041,Office,63199.0,0.0,0.0,11672252.0,374.92,7.0
320,NonResidential,Small- and Mid-Sized Office,5,North,1974,1.0,5.0,74880,0,74880,Office,71751.0,0.0,0.0,5531460.0,35.8,56.0
321,NonResidential,Small- and Mid-Sized Office,5,North,1979,1.0,6.0,88774,0,88774,Office,85339.0,0.0,0.0,6353294.0,42.03,53.0
322,NonResidential,Large Office,5,North,1983,1.0,5.0,122250,0,122250,Office,91281.0,30177.0,5931.0,5535626.0,38.59,93.0
323,NonResidential,Small- and Mid-Sized Office,5,North,1979,1.0,4.0,53730,0,53730,Office,53730.0,0.0,0.0,4742869.0,33.06,20.0
324,NonResidential,Small- and Mid-Sized Office,1,Delridge,1960,1.0,3.0,55593,0,55593,Office,55593.0,0.0,0.0,4414587.0,93.23,55.0
325,NonResidential,Large Office,7,Lake union,1982,1.0,4.0,134056,60960,73096,Office,72066.0,59137.0,0.0,4899096.0,32.73,54.0
326,NonResidential,Retail Store,2,Greater duwamish,2005,1.0,1.0,158415,0,158415,Retail Store,158415.0,0.0,0.0,23293664.0,454.49,25.0
327,NonResidential,Large Office,7,Lake union,1929,1.0,8.0,287819,0,287819,Office,155985.0,88350.0,15630.0,48037000.0,349.07,
328,NonResidential,Other,3,East,1975,1.0,8.0,158738,0,158738,Urgent Care/Clinic/Other Outpatient,158738.0,0.0,0.0,61214744.0,1268.87,
329,NonResidential,Small- and Mid-Sized Office,7,Magnolia / queen anne,1985,1.0,4.0,86995,28800,58195,Office,58195.0,28800.0,0.0,3018140.75,20.86,81.0
330,NonResidential,Retail Store,6,Ballard,1999,1.0,1.0,164437,0,164437,Retail Store,102653.0,74102.0,0.0,19031574.0,326.18,62.0
331,NonResidential,Large Office,7,Lake union,2009,1.0,5.0,184482,66234,118248,Office,118016.0,66234.0,1595.0,5869476.5,40.47,95.0
332,NonResidential,Laboratory,7,Lake union,1928,1.0,3.0,55200,0,55200,Laboratory,54880.0,320.0,0.0,12072969.0,269.71,
333,NonResidential,Laboratory,7,Lake union,2003,1.0,4.0,241159,111793,129366,Laboratory,176171.0,0.0,0.0,34746128.0,849.83,
334,NonResidential,Large Office,7,Lake union,2004,1.0,6.0,139282,52582,86700,Office,79384.0,52582.0,3027.0,3238216.0,22.57,96.0
335,NonResidential,Large Office,7,Lake union,2009,1.0,5.0,271071,98700,172371,Office,168132.0,96918.0,16862.0,7960023.0,61.93,96.0
336,NonResidential,Warehouse,3,Lake union,1914,1.0,5.0,127800,0,127800,Non-Refrigerated Warehouse,127800.0,0.0,0.0,2811924.5,29.53,56.0
337,NonResidential,Large Office,3,Lake union,2002,1.0,5.0,560516,206597,353919,Office,372503.0,189133.0,0.0,30401640.0,632.4,71.0
338,NonResidential,Large Office,3,Lake union,2001,1.0,6.0,226592,95000,131592,Office,131592.0,83178.0,0.0,11812678.0,94.64,49.0
339,Campus,Other,3,Lake union,1997,1.0,5.0,535947,0,535947,Other,535947.0,103983.0,0.0,137106112.0,3995.45,
340,NonResidential,Mixed Use Property,7,Lake union,2003,1.0,5.0,159700,50654,109046,Other,72407.0,49314.0,37406.0,31915486.0,726.96,
341,NonResidential,Large Office,7,Lake union,2006,1.0,4.0,209816,73673,136143,Office,113803.0,79091.0,15803.0,6917478.5,122.68,97.0
342,NonResidential,Large Office,7,Lake union,2006,1.0,6.0,303103,109905,193198,Office,178628.0,99368.0,6015.0,7554767.0,69.59,97.0
343,NonResidential,Mixed Use Property,7,Lake union,1954,1.0,3.0,67380,0,67380,Non-Refrigerated Warehouse,29732.0,17372.0,13639.0,3066491.25,74.1,66.0
344,NonResidential,Laboratory,7,Lake union,1963,1.0,4.0,102235,0,102235,Laboratory,103135.0,0.0,0.0,24903228.0,587.16,
345,NonResidential,Mixed Use Property,7,Lake union,2008,1.0,5.0,436497,153684,282813,Laboratory,175364.0,173235.0,88901.0,47629656.0,1019.53,
346,NonResidential,Small- and Mid-Sized Office,7,Magnolia / queen anne,1974,1.0,5.0,88062,20826,67236,Office,64752.0,21396.0,0.0,3558562.5,23.81,80.0
347,NonResidential,Small- and Mid-Sized Office,7,Magnolia / queen anne,1972,1.0,5.0,87178,20416,66762,Office,66648.0,15167.0,0.0,3838006.75,25.32,69.0
348,NonResidential,Small- and Mid-Sized Office,7,Magnolia / queen anne,1970,1.0,5.0,87178,20416,66762,Office,66747.0,28285.0,0.0,3705629.0,24.35,86.0
350,NonResidential,Medical Office,4,Northeast,1988,1.0,4.0,196749,88405,108344,Medical Office,108344.0,88405.0,0.0,19718338.0,477.87,5.0
351,NonResidential,Medical Office,4,Northeast,1994,1.0,4.0,191276,95281,95995,Medical Office,95995.0,0.0,0.0,8422861.0,77.99,21.0
353,NonResidential,Warehouse,1,Southwest,1997,1.0,4.0,98475,0,98475,Non-Refrigerated Warehouse,98475.0,0.0,0.0,1178591.625,22.44,83.0
354,NonResidential,Hospital,3,Lake union,2000,1.0,7.0,351530,150455,201075,Hospital (General Medical & Surgical),215602.0,0.0,0.0,43178016.0,1032.63,23.0
355,NonResidential,Supermarket / Grocery Store,5,North,1995,1.0,2.0,308965,187878,121087,Supermarket/Grocery Store,121087.0,0.0,0.0,14843382.0,277.98,78.0
356,NonResidential,Supermarket / Grocery Store,2,Greater duwamish,2008,1.0,1.0,63225,0,63225,Supermarket/Grocery Store,63225.0,0.0,0.0,6522551.5,45.47,100.0
358,NonResidential,Warehouse,2,Greater duwamish,1999,1.0,1.0,243044,0,243044,Non-Refrigerated Warehouse,325424.0,0.0,0.0,1396082.25,41.8,100.0
359,NonResidential,Other,6,Lake union,2001,1.0,3.0,280252,156312,123940,Parking,156312.0,116440.0,7500.0,11521702.0,80.32,
360,NonResidential,Other,7,Magnolia / queen anne,1952,1.0,3.0,66462,12998,53464,Other,72000.0,15000.0,0.0,6876439.5,47.94,
361,NonResidential,Retail Store,5,Northwest,1997,1.0,1.0,131387,0,131387,Retail Store,107931.0,0.0,0.0,8949319.0,110.46,72.0
362,NonResidential,Warehouse,5,Northwest,1999,1.0,3.0,94400,0,94400,Non-Refrigerated Warehouse,67155.0,0.0,0.0,800622.875,10.24,38.0
363,NonResidential,Other,5,Northwest,1964,6.0,1.0,111900,0,111900,Strip Mall,124231.0,0.0,0.0,10079993.0,226.43,
365,NonResidential,Retail Store,5,Northwest,1967,1.0,1.0,114000,0,114000,Retail Store,57805.0,56312.0,0.0,17225444.0,553.27,79.0
366,NonResidential,Supermarket / Grocery Store,5,Northwest,1997,1.0,1.0,50083,0,50083,Supermarket/Grocery Store,50065.0,0.0,0.0,8901074.0,158.92,78.0
367,NonResidential,Large Office,6,Lake union,1988,1.0,3.0,124071,28645,95426,Office,96504.0,0.0,0.0,4991360.5,34.9,73.0
368,NonResidential,Small- and Mid-Sized Office,6,Lake union,2000,1.0,4.0,90000,36528,53472,Office,90000.0,0.0,0.0,3897738.0,27.17,84.0
369,NonResidential,Small- and Mid-Sized Office,6,Lake union,2001,1.0,3.0,96041,33709,62332,Office,62232.0,33709.0,0.0,5413418.0,37.74,70.0
370,NonResidential,Large Office,6,Lake union,1999,1.0,3.0,280957,114829,166128,Office,152579.0,93893.0,7500.0,11325513.0,94.47,96.0
371,NonResidential,Large Office,6,Lake union,1999,1.0,4.0,243334,103032,140302,Office,138995.0,24549.0,0.0,8651835.0,85.01,89.0
372,NonResidential,Mixed Use Property,7,Downtown,1991,1.0,6.0,154660,0,154660,Other - Entertainment/Public Assembly,119815.0,63101.0,26380.0,53734196.0,1623.34,
373,NonResidential,Large Office,2,Greater duwamish,1982,1.0,5.0,390295,121375,268920,Office,243018.0,108408.0,0.0,7683885.0,53.57,95.0
